text,labels
oh okay,0
"Hold on, that's only partially true",1
"Just a second, can I add something quickly resolve way",1
yeah and it was usually uh also uh where i was it was um i[n]-,1
"Can I just say, that's only partially true",1
um-hum they really are,0
What if we consider it from another angle how another,1
this is Archie,1
hmm Good point,0
it had to be done in a hurry i mean we didn't have you know,1
as a as a westerner in India i was often surprised and felt my sense,1
"Wait, I just thought of something related to this about",1
yeah [laughter] kind of hard that way,0
go on.,0
yeah yeah he does,0
yeah pretty bad but we had a good time in our camper we usua[lly]- we,1
"Hold on, let me jump in for a second should",1
true So true,0
"Sorry, but I have to disagree with that point because",1
huh Oh wow,0
yes [laughter],0
mm-hm.,0
"Let’s not forget, this part is confusing",1
indeed I hear you,0
wow Interesting,0
understood.,0
had fell and needed to be you know could not take care of herself anymore,1
"Sorry but I have a point, we should consider another option",1
true Sure,0
yeah well they,0
okay thanks bye,1
totally Oh wow,0
"Before you go on, this doesn't sound right",1
well yeah,0
when i was much younger it was uh,0
yeah that,0
but it's really a big uh big decision as to you know when to do,1
um-hum yeah see i have an unlisted telephone number but i still get all of,1
oh now that's nice yeah,0
wow I hear you,0
um-hum um-hum,0
Let me interrupt you there and clarify one thing think,1
oh so y[ou're]- you're an old pro then,1
also with uh women in the work force they've gotten a lot more options as,1
hopefully the next generation it won't even be an issue i mean people will just,1
"see, I",0
oh.,0
oh no [laughter],0
I got you.,0
huh Alright,0
okay.,0
yeah [laughter],0
and yet they haven't done a thing to them,1
"Sorry, but I have to disagree with that point making",1
"Sorry to cut you off, this doesn't sound right",1
Let me interrupt you there and clarify one thing should,1
you know,0
definitely I see,0
got it.,0
isn't it great [laughter],0
have you seen Sleeping with the Enemy,1
he he [laughter-plays] on Murphy Brown,1
where oh yeah yes,0
i'll talk to you later um-hum bye-bye,0
but mostly in Texas on the way to [laughter-someplace] [laughter-else] we've had oh gosh we've,1
ozone,1
What if we consider it from another angle because another,1
right yeah that's good,0
What if we consider it from another angle maybe resolve,1
and if you get it you know then,1
but uh,0
alright.,0
sure I hear you,0
totally I agree,0
uh Alright then,0
[noise] yes pretty much i'm a secretary [noise] yeah,1
"That’s not what I meant, we’re missing the key part",1
true I see,0
yeah [laughter],0
hm well that makes sense,0
totally Exactly,0
"Just a second, can I add something quickly it way",1
absolutely un[fortunately]- unfortunately at a lot of times it,1
I don’t think that’s how it works the making before,1
yeah yeah,0
but uh we've done uh you know in order to maintain ours we've done some,1
and makes it more uh s[table]- more stable and and puts more strength into it,1
uh Exactly,0
I think what you're saying is not entirely correct because,1
okay.,0
hm.,0
I got you.,0
yeah me too,0
um i[n]- matter of fact in the United States we used to have extended families,1
you know it it very much is but on the other hand i realized i,1
oh no no [laughter] i've done it but it's not fun [laughter] you don't want,1
well yeah you find out more,0
definitely I agree,0
"Oh, I agree",0
hmm So true,0
indeed Okay,0
understood.,0
"Sorry, but I have to disagree with that point another",1
right yeah,0
go on.,0
right right,0
Let me interrupt you there and clarify one thing think,1
uh-huh.,0
mm-hm.,0
yeah but they're very short,0
any bad stuff so uh i think TI we spend o[f]- o[f]- of all the,1
I think what you're saying is not entirely correct because,1
I think what you're saying is not entirely correct because,1
[noise] i mean i think there's a lot of waste in in schools i'm a,1
for the national budget and for a family of four like what i got that,1
"I want to add, you’re ignoring some facts",1
okay hi,1
hmm Makes sense,0
wow Uh yeah,0
I don’t think that’s how it works to another and,1
yes absolutely,0
uh how do you feel about gun control,1
"Let me jump in, that’s not how I see it",1
"I have to interrupt, you might be mistaken here",1
right it turned out to be uh uh an invitation [noise],1
you know that that it may be one of the solutions to a lot of,1
"Wait, I just thought of something related to this making",1
May I interrupt for a moment to respond to that,1
because_1 women are in every field now i mean i can't think of a field,1
yeah real scruffy looking [laughter],0
understood.,0
What if we consider it from another angle another another,1
hmm Makes sense,0
yes oh i do too yes,1
I see.,0
yeah yeah that's uh,0
"Sorry, but I have to disagree with that point that",1
"That’s not what I meant, you’re ignoring some facts",1
"Before you go on, you might be mistaken here",1
i guess down here uh we just recently moved to Texas so my wardrobe has,1
what kind of uh,0
indeed Exactly,0
Alright,0
hm.,0
"Sorry, but I have to disagree with that point this",1
i believe we've pretty much summed everything up,1
[laughter-but] we went in for uh,0
and so i had uh,0
huh No doubt,0
but um,0
uh-huh.,0
mainly because he's a football he's a college football coach and we're gonna have to,1
certainly it would seem to have a better solution like the Sherman facility than um,1
"Wait, I just thought of something related to this and",1
I think what you're saying is not entirely correct because,1
definitely Sure,0
hmm Cool,0
huh I know,0
bec[ause]- right because you don't have anyway to turn it off the[re]- did you hear,1
uh-huh right,0
"Let’s not forget, you might be mistaken here",1
uh Oh wow,0
huh Of course,0
hmm Alright then,0
which means there's a higher probability of now having a state income tax even though,1
"Sorry to cut you off, you’re ignoring some facts",1
yeah the first floor's going to be underground,0
totally That's right,0
true Sounds good,0
"Before you go on, this part is confusing",1
"Wait, I just thought of something related to this and",1
"you, I",0
yeah i guess that's true too,0
yeah where i you know kind of stuff i do i i use my education,1
uh surviving,0
oh.,0
well i lived in Omaha for five winters and that rolling kind of uh,1
yes.,0
oh gosh,0
uh i mean from dawn till dusk,1
oh [laughter],0
"Just a second, can I add something quickly about how",1
"Sorry, but I have to disagree with that point making",1
sure.,0
oh okay,0
what one forty one fifty a gallon while gas is o[ne]- you know one oh,1
okay.,0
"Wait a second, you’re ignoring some facts",1
totally For sure,0
uh well like one week she'll work three days and i'll work two and the,1
it's not gonna be build up quite enough yeah,0
wonder if there'd be some way we could get these people that do this get,1
true Oh my god,0
"Wait, I just thought of something related to this making",1
"Just a second, can I add something quickly maybe we",1
May I interrupt for a moment to respond to that,1
yeah they'll just i do too just go by your social security number and then,1
sure Uh-huh,0
true Yeah,0
we talked long enough [laughter],0
but we um,1
hmm You're right,0
"Just a second, can I add something quickly resolve should",1
money seems to be too big of an issue wi[th]- with with with with with,1
you know we may need to like get close to the family environment and and,1
yeah what do you do,0
hmm Got it,0
yeah exactly,0
alright.,0
true Okay,0
true Uh yeah,0
i'm drawing the blank,1
somewhat business attire yeah,0
oh.,0
"I disagree because, there's more to it",1
got it.,0
well that's good well that's really good well our house is older it's like a,1
uh-huh i,0
"Sorry, but I have to disagree with that point decision",1
hmm Right,0
true Sounds good,0
definitely Fair enough,0
right.,0
sounds good.,0
so uh,0
well maybe not quite a river but a little bigger than a stream,1
[laughter] yeah AC DC [laughter] yes [laughter],0
in Maryland yes,0
exactly.,0
but that was a design problem because we put uh and we designed the house,1
I don’t think that’s how it works to resolve this,1
sure.,0
indeed Oh wow,0
"That’s not what I meant, I heard something else",1
"Hold on, you might be mistaken here",1
Uh-huh yeah,0
whether it won all kinds of awards or whether it just was okay at the,1
yeah yeah well i[t]- i[t]- that's right and it,0
today was uh definitely a shorts day around here,0
my fiance and i one day would like to own a big motor home,1
good and yourself,1
sure Exactly,0
"I have to interrupt, we need a different approach",1
that that is true i hadn't thought about that and and that is fascinating to,1
hmm I got you,0
"Just a second, can I add something quickly to a",1
ah.,0
and they i know they and well they had well they had they had seen,1
"Hold on, let me jump in for a second about",1
well of course it's you know it's it one of the last few things in,1
"I want to add, that's only partially true",1
uh True,0
yeah that that was a real good one,0
"bet, You",0
"Sorry, but I have to disagree with that point way",1
oh.,0
Let me interrupt you there and clarify one thing think,1
indeed I got you,0
wow Absolutely,0
I got you.,0
Let me interrupt you there and clarify one thing that,1
yeah have you ever been there,0
ah.,0
wow I got you,0
I see.,0
yes i think it's great i really and i look for more of that in,1
yes.,0
mhm.,0
totally Great,0
definitely Great,0
"I want to add, this needs clarification",1
uh so i guess i have a left over,0
sure.,0
hmm Uh-huh,0
what else,1
oh how funny,0
"I think it's important to note, this doesn't sound right",1
yeah it's fun,0
oh really uh,0
hm.,0
oh i can imagine,0
"I have to interrupt, you’re ignoring some facts",1
oh yeah,0
but didn't they pass that thing that we were gonna have a lottery or not,1
um uh usually engineers are expected to to dress you know little more professionally it,1
they he had to fill out some forms but i guess California might be tougher,1
quite a quite a world we live in,1
May I interrupt for a moment to respond to that,1
yeah i i really,0
true Absolutely,0
definitely Good point,0
definitely Great,0
oh.,0
totally.,0
Let me interrupt you there and clarify one thing how,1
totally Oh my god,0
wow True,0
uh-huh um you know there's real no no no real dress code where i work,1
"That’s not what I meant, we need to pause and think",1
and the and the smell of that was kind of gross but [laughter],1
yeah yeah,0
What if we consider it from another angle this before,1
"Actually, I have a different opinion on that before this",1
got it.,0
No doubt,0
hm.,0
uh-huh uh-huh,0
exactly.,0
do you know who the guy was that was playing the uh the the wagon,1
hmm Of course,0
sure Uh yeah,0
go on.,0
I see.,0
oh i don't know CIA conspiracy theories or whatever would have uh such parties trying,1
what i look like what i live like and norm[ally]- and they're doing something that,1
got it.,0
yeah yep,0
finds out information about you that should be private uh does not seem uh,1
go on.,0
peddling products if i wanted their products i would've either gone to the store to,1
I don’t think that’s how it works resolve it decision,1
"Actually, I have a different opinion on that a how",1
um yeah,0
totally I know,0
yeah it's nice at night,0
oh yeah,0
"Wait, I just thought of something related to this resolve",1
well uh,0
Makes sense,0
well not that we could be bought but uh,0
it's uh some kind of a bacteria call[ed]- or carried by animals,1
Let me interrupt you there and clarify one thing way,1
go on.,0
"Just a second, can I add something quickly the before",1
sure Alright then,0
wow Good point,0
I think what you're saying is not entirely correct because,1
wow You bet,0
wow Interesting,0
"In my opinion, we’ve already discussed that",1
uh Yeah,0
"Let me jump in, we should consider another option",1
uh from Los Angeles,0
"Actually, I have a different opinion on that resolve think",1
yeah escape,0
oh yeah,0
sounds good.,0
[laughter] hm no [laughter] oh,0
What if we consider it from another angle because think,1
"Sorry but I have a point, this needs clarification",1
May I interrupt for a moment to respond to that,1
yeah.,0
huh Exactly,0
got it.,0
hm.,0
not just merely had a farm but had ten children had a farm ran everything,1
oh i see uh-huh,0
um-hum um-hum um-hum,0
"Sorry, but I have to disagree with that point resolve",1
that's right that's right [laughter],0
oh.,0
and although they were it seemed practical at the time they were nothing but a,1
exactly.,0
sure Okay,0
you know uh that way old people don't have to have have money going to,1
[laughter] yeah [vocalized-noise],0
"I think it's important to note, this needs clarification",1
yes um-hum,0
totally Sounds good,0
they bring in half a trillion dollars and they spend one point four and then,1
yeah they don't do it anymore,0
I got you.,0
"Let’s not forget, it happened differently",1
"Let me jump in, you might be mistaken here",1
uh potentially that's supposed to just mean that the foundation kind of floats when the,1
uh-huh exactly not what color you are how old you are what if your male,1
public service uh,0
ozone yeah ozo[ne]- ozone pollution yeah,1
totally.,0
you know it uh,0
right [laughter],0
yeah or maybe uh,0
um-hum um-hum,0
exactly.,0
hm.,0
mm-hm.,0
got it.,0
indeed You're right,0
uh uh my hubby does not have uh,0
I don’t think that’s how it works resolve that we,1
sure I see,0
Cool,0
go on.,0
and he does uh he has a talk show on the,1
oh yeah,0
"Hold on, let me jump in for a second about",1
huh Uh yeah,0
oh well th[ey]- they had this uh,1
uh-huh yeah me too,0
well i guess although,1
yeah um-hum,0
we really like our school out here,1
definitely Okay,0
oh that's interesting,1
yeah huh [laughter] i can stand that,0
totally.,0
sure.,0
right right yep yeah,0
you know take everything out and redo it and you know fill in some other,1
exactly.,0
Let me interrupt you there and clarify one thing from,1
"Hold on, let me jump in for a second because",1
yes yes,0
that much spent right,0
okay.,0
wow Great,0
definitely Right,0
What if we consider it from another angle way decision,1
I think what you're saying is not entirely correct because,1
oh i'm not exactly sure what happens but apparently it expands in the heat and,1
hmm Yeah,0
huh Uh yeah,0
yes.,0
and um i mean but she was truly she was truly aware i mean i,1
huh Alright,0
yeah and,0
exactly.,0
yeah no i know which is [laughter-worse],0
i've enjoy[ed]- exactly i've enjoyed speaking with you see you later bye-bye,1
i can't talk about the second one other than to to to generate paranoia [laughter],1
um yeah i think it's a territory,0
totally.,0
yeah that's true,0
so that's real helpful so you don't [vocalized-noise] you know have to do it during,1
[noise] yes,0
Let me interrupt you there and clarify one thing the,1
naw i can believe it,1
I don’t think that’s how it works before resolve decision,1
really [laughter] yeah i hadn't thought about that um-hum,0
which just matter of we'll see what happens i'd rather have that i guess than,1
"Just a second, can I add something quickly way because",1
oh um uh,0
"Wait, I just thought of something related to this from",1
totally.,0
I think what you're saying is not entirely correct because,1
"Hold on, let me jump in for a second resolve",1
hi Cynthia what did you wear to work today,1
exactly.,0
you think so i mean i haven't been watching my watch um,1
oh okay,0
I don’t think that’s how it works this because decision,1
true For sure,0
"Sorry, but I have to disagree with that point maybe",1
sure.,0
hum-um i can,0
town kind of backwoods town you know uh where big night on the town is,1
and as far as i'm concerned you know hey twenty bucks a year is not,1
I got you.,0
yeah that's interesting,0
uh-huh.,0
hmm Exactly,0
[laughter-why] don't we do that good-bye Sharon [noise],1
um-hum um-hum,0
huh Alright then,0
"Wait, I just thought of something related to this making",1
true You're right,0
What if we consider it from another angle that decision,1
mhm.,0
oh well,0
yeah so well it uh you know i think it's a a good place to,1
oh.,0
yeah that'll help,0
indeed Totally,0
okay.,0
"Hold on, that’s not how I see it",1
um-hum that's tough that's really tough,0
and but the government says it's safe uh-huh,0
ah.,0
alright.,0
definitely Got it,0
all right,0
"point, Good",0
sure That's right,0
yeah i think uh,0
definitely You bet,0
"Wait, I just thought of something related to this about",1
we don't need anymore,1
May I interrupt for a moment to respond to that,1
yeah or um-hum what area do you work in,0
um i'm surprised it's,1
federal tax is okay,1
I got you.,0
uh well for like on the welfare system if they gave all that money directly,1
does your work entitle uh anything in environmental along these lines,1
wow So true,0
he's Eldon her housepainter,1
yeah so so are you a,0
"Oh, I got you",0
oh yes,0
yes yeah we were fort[unately]-,0
I see.,0
but i realized i have to behave in a certain way in order to not,1
totally Totally,0
that everyone should have the right to have a hand gun in their house if,1
"Just a second, can I add something quickly way making",1
I don’t think that’s how it works from decision how,1
uh and i had been told you know you wouldn't notice that it was three,1
"Hold on, let me jump in for a second to",1
ah.,0
totally.,0
oh yeah,0
yeah that's fun [laughter] [laughter-that's] a whole different sport,0
you know,0
indeed Alright then,0
yeah the one g[ood]- nice thing i remember about camping with my parents is they,1
have you done a lot of camping recently,1
oh [laughter],0
yeah they,0
true Cool,0
"Let me jump in, this needs clarification",1
oh i see,0
yeah i guess the wind and everything uh,0
exactly.,0
seven percent or something it depends on where you're at some places in Dallas i,1
it really is uh the only problem i have with gun control is that they,1
"I have to interrupt, it happened differently",1
uh That's right,0
"Sorry, but I have to disagree with that point that",1
well what do you find having to be like out there i've always heard that,1
probably wouldn't have enjoyed it anyway [laughter],0
I got you.,0
yeah it's beautiful,0
right yeah [laughter-exactly] you cannot take the gun home until you've taken this course sign,1
oh i do too just your qualifications and that would be it,1
nothing wrong with that uh i'll vouch for that,0
I don’t think that’s how it works this to that,1
well now course in California they're they have much stricter codes than we have elsewhere,1
okay well,1
hm.,0
huh Fair enough,0
"Let me jump in, you’re ignoring some facts",1
true That's right,0
"Can I just say, we need a different approach",1
What if we consider it from another angle and it,1
yeah but uh i'm i i think that you know i mean we always uh,1
uh Absolutely,0
i don't even know how they figure it really i'm glad i don't work in,1
true Great,0
hmm Oh wow,0
wow That's right,0
okay.,0
definitely I got you,0
ah.,0
"Sorry, but I have to disagree with that point way",1
"That’s not what I meant, we need a different approach",1
"Sorry but I have a point, you’re ignoring some facts",1
Alright then,0
i never did like diesels anyway they they were too cantankerous,1
sure.,0
that's right uh-huh,0
yeah.,0
yeah.,0
I think what you're saying is not entirely correct because,1
"I disagree because, that's only partially true",1
"Let’s not forget, we’re missing the key part",1
but it does mean that you have yet another reason to follow a set of,1
now the part about where you said the apartment complex puts up signs that says,1
i realize that that i mean,1
oh.,0
i'd be very very careful and uh you know checking them out uh our had,1
huh Good point,0
sure Uh-huh,0
yes it's a heck of a lot different i mean w[e]- we used to be,1
"Hold on, let me jump in for a second about",1
yeah.,0
were very interested that to make it as close a home environment as possible i,1
-[i]t's kind of an easy thing to talk about,1
true You're right,0
right right not just overhead [laughter],0
that's true,1
okay.,0
totally Cool,0
sure Oh my god,0
sounds good.,0
right yeah,0
uh pardon,0
oh yeah,0
"Just a second, can I add something quickly decision because",1
sure Interesting,0
i guess that was it [laughter],0
yeah it's,0
indeed Fair enough,0
Let me interrupt you there and clarify one thing how,1
they're introducing some new product in the area and,1
[noise] yeah i agree with that,0
Let me interrupt you there and clarify one thing way,1
Oh my god,0
yeah yeah [laughter-i] [laughter-know],0
true Interesting,0
huh You're right,0
May I interrupt for a moment to respond to that,1
"Just a second, can I add something quickly decision a",1
mhm.,0
[laughter] oh man,0
God,1
as you know the they're allowed to come on site the {federaldes} anytime they want,1
i see,0
i think that's just pretty much it we've been on here awhile,1
uh Uh-huh,0
Absolutely,0
mm-hm.,0
Totally,0
right.,0
[laughter] and the like a guy does it and he has his own pigs,1
"In my opinion, this doesn't sound right",1
understood.,0
um i think you have to push one and then we can start recording it,1
now i wish i could go back to those [laughter-places] yeah the time and i've,1
sure Great,0
May I interrupt for a moment to respond to that,1
have you ever lived in that part of the country,1
mm-hm.,0
hmm I hear you,0
you know what i feel a comfortable in you don't wanna stand out too much,1
"In my opinion, we’re missing the key part",1
i don't have a sense of threat in general from those sorts of things i'm,1
because uh apparently the foundation shifts a little bit under that,1
but i'm not in that professional of a position [noise] so i don't i'm not,1
yeah he had my vote double [laughter],0
right well that's,0
totally Uh yeah,0
I don’t think that’s how it works that maybe the,1
just for fun,0
all righty,0
well it's it's not really all that bad uh i think you live in Plano,1
Let me interrupt you there and clarify one thing from,1
i i th[ink]- i think that what one thing that w[as]- that they were really,1
oh yeah,0
oh okay,0
i'm in Lewisville,1
yeah so but it,0
I think what you're saying is not entirely correct because,1
I got you.,0
true Uh yeah,0
and it'd be nice if we had a big ole motor home and that way,1
ah.,0
totally Okay,0
and uh-huh,0
well it was nice talking to you too Jim,1
Sounds good,0
well do you have a lot of homes out there that have um foundation problems,1
yeah uh uh,0
yeah uh,0
I think what you're saying is not entirely correct because,1
"Hold on, let me jump in for a second how",1
uh Great,0
totally.,0
i['ll]- i'll see that you get a bottle of it,1
be it electrical as in your home refrigerator or propane as the one on the,1
but uh my family used to have a pop-up trailer and we'd go camping to,1
but i guess that's it,1
[laughter-right] yeah,0
ah.,0
indeed Okay,0
um i guess i'm not,1
i see,0
that's great,1
finding a place and everybody had duties to perform you know whether it was just,1
What if we consider it from another angle from because,1
hm.,0
true Alright,0
uh Sure,0
God gun control [noise] it's it's such a heated topic in the the and people,1
oh i love it [laughter],0
definitely That's right,0
totally No doubt,0
yeah yeah,0
y[eah]- yeah,0
"That’s not what I meant, that's only partially true",1
"In my opinion, this part is confusing",1
um-hum um-hum,0
wow Alright,0
i'm i'm sure that's true yeah,0
true Uh-huh,0
mhm.,0
May I interrupt for a moment to respond to that,1
oh no [laughter],0
okay.,0
yeah i have have gun g[un]- have have gun management 101 [laughter],1
[vocalized-noise] yeah it's,0
hm.,0
yeah [laughter],0
alright.,0
I see.,0
where am i calling,1
you know,0
responsibilities like that seem to fall to you know maybe one child in the whole,1
yeah [laughter] i don't know what el[se]- what more we can say about that that's,1
it was it was tough but uh,0
oh [laughter-really],0
hmm That's right,0
have uh,0
"Hold on, let me jump in for a second from",1
What if we consider it from another angle and resolve,1
yeah.,0
oh yeah suppose uh,0
i do i go every [laughter-weekend] i- i uh those are two definite must see,1
"Actually, I have a different opinion on that maybe making",1
oh okay so it still had Freon in it,1
"Actually, I have a different opinion on that how because",1
oh okay [laughter],0
sure.,0
commercial soli[citations]- solicitations primarily,1
hmm For sure,0
yes absolutely,0
yeah yeah,0
yeah i would think it,0
huh True,0
um i've visited the Wyoming area i'm not sure exactly where Dances with Wolves was,1
uh Okay,0
uh Oh wow,0
but uh i checked into a motel,1
yeah yeah,0
and uh,0
I got you.,0
oh goodness okay is our five minutes up [noise],1
uh you know just like software is only given out to customers i mean you,1
got it.,0
uh Of course,0
yeah this is about changes in women in the,0
mm-hm.,0
but uh,0
"god, Oh",0
uh I got you,0
so it it it it's a it can be really handy to have a camper,1
right [laughter],0
yeah.,0
I don’t think that’s how it works how from from,1
Right yeah,0
indeed Yeah,0
to do [laughter-yeah],0
"Just a second, can I add something quickly that to",1
and uh we are presently uh in receipt of a site permit which will allow,1
"Let me jump in, this doesn't sound right",1
"I want to add, we should consider another option",1
and uh,0
"I disagree because, we need a different approach",1
sure Yeah,0
"In my opinion, we should consider another option",1
"Actually, I have a different opinion on that how because",1
because i'm usually so insulted by them i just hang up as soon as i,1
"Wait, I just thought of something related to this this",1
I don’t think that’s how it works about a making,1
hmm That's right,0
oh.,0
hm.,0
definitely Got it,0
[laughter-that's] that's true so um do they were were there um are you allowed to,1
unless it's an ex[tremely]- you know an unusual day,1
got it.,0
totally Absolutely,0
huh So true,0
"Hold on, let me jump in for a second think",1
it still only in time starts to leak out,1
ah.,0
that's [laughter-true],0
"Sorry, but I have to disagree with that point a",1
"Let me jump in, it happened differently",1
[laughter] um-hum [noise],0
totally.,0
and uh,0
I think what you're saying is not entirely correct because,1
totally Sure,0
"Wait a second, we need a different approach",1
understood.,0
oh okay,0
so i i- predominantly wear flat shoes um you know in the winter i wear,1
I think what you're saying is not entirely correct because,1
"I think it's important to note, I heard something else",1
"Sorry to cut you off, it happened differently",1
"Hold on, let me jump in for a second resolve",1
but uh ba[ck]- back to the taxes though i mean uh it's a difficult issue,1
well the next morning i got up the water had not been delivered yet and,1
totally Oh my god,0
that would certainly help yeah,0
"Wait, I just thought of something related to this way",1
yeah yeah,0
May I interrupt for a moment to respond to that,1
oh yes uh-huh,0
i tell you funny thing happened to me with with polluted water,1
uh oh i see [laughter],0
little bit,1
What if we consider it from another angle this a,1
hi Archie i'm Sharon,1
hm.,0
public hangings and yeah,0
is that right,0
alright.,0
yeah you too you too,0
"Wait, I just thought of something related to this that",1
What if we consider it from another angle and and,1
virtually anyone any hacker being able to know what your income is what your spending,1
totally Good point,0
definitely Oh my god,0
May I interrupt for a moment to respond to that,1
yeah i've noticed they they're now,0
true I know,0
just about yeah,0
oh uh-huh,0
oh yeah,0
"Before you go on, there's more to it",1
Let me interrupt you there and clarify one thing because,1
do you yeah,0
oh.,0
uh-huh.,0
definitely Absolutely,0
uh That's right,0
definitely Absolutely,0
sure Totally,0
true So true,0
true True,0
oh wow,0
that's right but just because we've got a lot of money doesn't mean that's gonna,1
uh You bet,0
sounds good.,0
I think what you're saying is not entirely correct because,1
yeah i know that's that's only part of the problem,1
[noise] people that are uh criminals are the ones that are gonna get them_1 and,1
"Actually, I have a different opinion on that resolve before",1
yeah oh you can look in,0
true I know,0
sure absolutely and people are families are scattered so much nowadays,1
well true true,0
we have hoods we have ductwork and all those type of uh interesting pieces of,1
and you're trying to crawl out of a half unconscious sleep and answer the phone,1
oh yes yes,0
totally I hear you,0
"course, Of",0
"Can I just say, you’re ignoring some facts",1
I think what you're saying is not entirely correct because,1
yeah that's true,0
really uh-huh,0
indeed Alright,0
we were lucky in that in one respect in that after she had her stroke,1
I think what you're saying is not entirely correct because,1
[laughter] some people do i [laughter-know],1
mm-hm.,0
Let me interrupt you there and clarify one thing that,1
um i took a boat cruise one time and it had a refrigerator on board,1
I think what you're saying is not entirely correct because,1
[laughter-i] see,0
me too,0
right yeah that would,0
"Sorry, but I have to disagree with that point that",1
true That's right,0
sounds good.,0
"Hold on, let me jump in for a second think",1
i put a stop to some of them_1 as far as the door-to-door either religious,1
yeah that's true unfair or something yeah yeah,0
I think what you're saying is not entirely correct because,1
right.,0
like Paul Sim[on]- [vocalized-noise] yeah,0
yeah it was really funny,0
um-hum um-hum,0
and uh about_1,0
totally.,0
that's right that's right,0
"In my opinion, we need a different approach",1
and uh i have particularly enjoy the,0
Let me interrupt you there and clarify one thing that,1
"Hold on, let me jump in for a second should",1
wow Exactly,0
right [laughter],0
okay b[ye]- bye,0
um-hum um-hum,0
"Hold on, this needs clarification",1
"Wait, I just thought of something related to this we",1
sounds good.,0
hm.,0
"Sorry to cut you off, we need to pause and think",1
are you,1
May I interrupt for a moment to respond to that,1
huh Oh my god,0
oh yeah yeah,0
and um,0
indeed Alright,0
uh you had and uh somehow cr[eated]- heat must be created that Freon,1
yeah your defeating the purpose,0
and of course the shower pan is a pretty fragile piece of uh of metal,1
"That’s not what I meant, there's more to it",1
What if we consider it from another angle about it,1
indeed Uh-huh,0
yeah yeah well we we yeah,0
"Oh, You bet",0
we can't even well we're not even really supposed to wear jeans very often,1
mean you can see that it's wrong and you just wanna make it right but,1
[laughter] [laughter-i-] [laughter-know] [laughter-i] know the feeling well it wa[s]- okay and i sure will,1
Interesting,0
yes.,0
oh okay,0
[noise] uh-huh [vocalized-noise],0
"I have to interrupt, this part is confusing",1
definitely True,0
but the ozone i mean you know we can't replace that [laughter],1
May I interrupt for a moment to respond to that,1
alright.,0
and uh i've read a lot about uh that particular sect and i don't particularly,1
"Sorry, but I have to disagree with that point we",1
it's nice you can wear shorts especially on a day like today when it's so,1
uh Exactly,0
and um,0
"Just a second, can I add something quickly because way",1
definitely Makes sense,0
pipe system or water system,1
I hear you,0
yeah yeah i i i think that perhaps perhaps the extended family,1
I think what you're saying is not entirely correct because,1
you know uh,0
i think were gonna see a day come,1
totally.,0
oh okay,0
"Hold on, there's more to it",1
yes.,0
nice talking to you too bye,1
hmm Sure,0
yeah yeah,0
i don't know how long this conversation is supposed to go but we're at about,1
"Hold on, let me jump in for a second because",1
right that's just a matter of defining priorities i guess or some priorities anyway,1
true Got it,0
May I interrupt for a moment to respond to that,1
exactly and that's um when you start m[aking]- when you start paying your wages you,1
"Actually, I have a different opinion on that about this",1
y[eah]- yeah we just say good-bye and hang up okay [laughter-okay] okay thanks bye-bye [noise],1
sure True,0
huh True,0
no you must really keep up,1
huh Interesting,0
hm.,0
"Wait a second, I heard something else",1
"Wait, I just thought of something related to this and",1
uh-huh.,0
definitely I hear you,0
the men often have to wear shirt and [laughter-tie] [laughter-no] [laughter-matter] r[ight]- right right what,1
sure Great,0
you know the law now is a super fund and anybody who's contributed toxic waste,1
definitely I got you,0
it's slab,1
yeah it's like,0
huh Good point,0
What if we consider it from another angle decision from,1
uh but they still come up to the front door and uh you know walk,1
definitely You're right,0
hmm I agree,0
Let me interrupt you there and clarify one thing it,1
and the city tax the sale tax they used to you really didn't even think,1
"Sorry, but I have to disagree with that point way",1
definitely Alright,0
go on.,0
wow Uh-huh,0
um-hum um-hum,0
but um,0
right right is there is there um an[y]- is there a like a code of,1
You bet,0
Let me interrupt you there and clarify one thing this,1
well presumably those who find out such information if they are doing it i would,1
as a matter of fact it may have been Buick i think because_1 i think,1
well i'm beginning to wonder too i mean you g[et]- you're always hearing stories about,1
understood.,0
true Uh-huh,0
yeah.,0
no huh-uh,0
[laughter] lost a lot of hair over that project uh what we run into um,1
totally I hear you,0
I think what you're saying is not entirely correct because,1
which just keeps accumulating [noise] i don't know [noise] what else do you think about,1
uh For sure,0
"Just a second, can I add something quickly another we",1
that yeah [noise],0
totally Alright,0
yeah so,0
you know self uh,0
hmm Interesting,0
uh-huh.,0
you were very fortunate,1
wow Yeah,0
he anyway he it's interesting you listen to him and then you you go watch,1
but still i work in southeast Dallas,1
uh to a certain level we are very um uh aware of the opacity which,1
right exactly,0
"Wait, I just thought of something related to this the",1
"Actually, I have a different opinion on that maybe resolve",1
"Hold on, let me jump in for a second another",1
hm.,0
right right,0
ah.,0
i agree with you on that particular subject there,1
spending summers at my grandfather's place and i'd be running around with nothing but a,1
huh Uh-huh,0
ooh no [laughter] no,1
yeah um-hum,0
so uh you know it it,0
indeed Great,0
pursue their religion of choice in that whatever manner they want to but i think,1
sure Makes sense,0
yeah well um,0
that's nice you know paying five or six dollars instead of forty [laughter],1
i wonder when they're gonna what they'll be able to use in pro[pane]- in place,1
"In my opinion, there's more to it",1
"Wait, I just thought of something related to this and",1
totally.,0
hm.,0
but uh,0
indeed Absolutely,0
i miss it [laughter],0
huh I see,0
indeed No doubt,0
